EMPRESA;COD MOVIL;TIPO MOVIL;EVENTO;FALLA REPORTADA;DESCRIPCION CAUSA;ESTADO;INICIO EVENTO;LLEGADA EVENTO;ASIGNADA;ACEPTADA;EN RUTA;ARRIBO;LIBERADA;REPROMESA;PROMESA(min);REPROMESA(min);T.ASIGNACION(min);T.ARRIBO(min);CUMPL.PROMESA;CUMPL.LEGAL;CUMPL.TIEMPO
Empresa Azeta;V3621;DOMICILIARIA EMERGENCIA;B1832100;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 9:06;13-10-2014 9:51;13-10-2014 9:09;13-10-2014 9:10;13-10-2014 9:44;13-10-2014 9:51;13-10-2014 10:56;;120;;3;45;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1832101;5D0236 - Domicilio Exceso / Bajo Voltaje;Corrosion;Cerrado;13-10-2014 9:10;13-10-2014 10:17;13-10-2014 9:27;13-10-2014 9:29;13-10-2014 10:16;13-10-2014 10:17;13-10-2014 10:37;;120;;17;66;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1832102;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 9:10;13-10-2014 10:18;13-10-2014 9:13;13-10-2014 9:16;13-10-2014 9:34;13-10-2014 10:18;13-10-2014 10:46;;120;;2;67;Si;Si;No
ELS s.a.;V3606;SERVICIO DE EMERGENCIA RED;B1832103;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;13-10-2014 9:13;13-10-2014 9:35;13-10-2014 9:13;13-10-2014 9:17;13-10-2014 9:28;13-10-2014 10:01;13-10-2014 10:18;;100;;0;21;Si;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1832104;3L0226 - L¡nea o Acometida Destemplada;Origen no determinado;Cerrado;13-10-2014 9:15;13-10-2014 10:58;13-10-2014 9:54;13-10-2014 10:30;13-10-2014 10:40;13-10-2014 10:58;13-10-2014 11:08;;120;;39;102;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1832105;3L0212 - L¡neas o Acometidas con ramas;Municipalidad no efectua poda propia o n;Cerrado;13-10-2014 9:14;13-10-2014 10:24;13-10-2014 9:53;13-10-2014 9:54;13-10-2014 10:05;13-10-2014 10:24;13-10-2014 11:05;;100;;39;69;Si;Si;No
ELS SA;V3616;DOMICILIARIA EMERGENCIA;B1832107;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 9:18;13-10-2014 10:16;13-10-2014 9:25;13-10-2014 9:30;13-10-2014 9:30;13-10-2014 10:16;13-10-2014 10:46;;120;;6;57;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1832109;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 9:21;13-10-2014 11:10;13-10-2014 10:09;13-10-2014 10:10;13-10-2014 10:59;13-10-2014 11:10;13-10-2014 11:31;;120;;47;108;Si;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1832110;5D0289 - Domicilio sin Corriente;Corte de suministro errado o improcedent;Cerrado;13-10-2014 9:24;13-10-2014 9:44;13-10-2014 9:27;13-10-2014 9:28;13-10-2014 9:28;13-10-2014 9:44;13-10-2014 10:33;;120;;2;19;Si;Si;No
ELS;V3620;DOMICILIARIA EMERGENCIA;B1832111;5D0289 - Domicilio sin Corriente;Robo conductor;Cerrado;13-10-2014 9:24;13-10-2014 9:47;13-10-2014 9:27;13-10-2014 9:28;13-10-2014 9:43;13-10-2014 9:47;13-10-2014 11:00;;120;;2;22;Si;Si;No
ELS;V4012;MOTO ELECTRICISTA;B1832112;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 9:25;13-10-2014 10:33;13-10-2014 9:39;13-10-2014 10:25;13-10-2014 10:25;13-10-2014 10:33;13-10-2014 11:28;;120;;14;67;Si;Si;No
ELS;V3600;SERVICIO DE EMERGENCIA RED;B1832113;3L0216 - L¡neas cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;13-10-2014 9:27;13-10-2014 9:45;13-10-2014 9:29;13-10-2014 9:31;13-10-2014 9:32;13-10-2014 9:45;13-10-2014 10:17;;45;;2;17;Si;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1832114;5D0289 - Domicilio sin Corriente;Falla de artefacto electrico;Cerrado;13-10-2014 9:32;13-10-2014 10:47;13-10-2014 9:36;13-10-2014 10:27;13-10-2014 10:28;13-10-2014 10:47;13-10-2014 10:54;;120;;4;74;Si;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1832115; - ;Mantenimiento preventivo;Cerrado;13-10-2014 9:34;13-10-2014 9:38;13-10-2014 9:35;13-10-2014 9:37;13-10-2014 9:37;13-10-2014 9:38;13-10-2014 10:02;;;;1;4;No;Si;No
ELS;V3600;SERVICIO DE EMERGENCIA RED;B1832116;3L0226 - L¡nea o Acometida Destemplada;Envejecimiento de materiales;Cerrado;13-10-2014 9:34;13-10-2014 10:24;13-10-2014 9:42;13-10-2014 9:44;13-10-2014 10:06;13-10-2014 10:24;13-10-2014 10:50;;120;;8;49;Si;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1832117;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;13-10-2014 9:43;13-10-2014 11:11;13-10-2014 10:20;13-10-2014 10:21;13-10-2014 11:02;13-10-2014 11:11;13-10-2014 11:45;;120;;37;87;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1832118;3P1648 - Poste inclinado, socavado, estructura a ;Envejecimiento de materiales;Cerrado;13-10-2014 9:43;13-10-2014 10:42;13-10-2014 9:56;13-10-2014 10:02;13-10-2014 10:04;13-10-2014 10:42;13-10-2014 10:51;;100;;13;58;Si;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1832119;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;13-10-2014 9:44;13-10-2014 10:37;13-10-2014 9:58;13-10-2014 9:59;13-10-2014 10:01;13-10-2014 10:37;13-10-2014 11:06;;120;;13;52;Si;Si;No
ELS SA;V3616;DOMICILIARIA EMERGENCIA;B1832120;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 9:45;13-10-2014 10:52;13-10-2014 9:52;13-10-2014 9:53;13-10-2014 10:40;13-10-2014 10:52;13-10-2014 11:15;;120;;6;66;Si;Si;No
LEONOR SOTO LTDA.;V3640;SERVICIO DE EMERGENCIA RED;B1832121;5D0289 - Domicilio sin Corriente;Falla de artefacto electrico;Cerrado;13-10-2014 9:46;13-10-2014 10:34;13-10-2014 9:51;13-10-2014 9:53;13-10-2014 9:53;13-10-2014 10:34;13-10-2014 10:50;;120;;4;47;Si;Si;No
ELS;V3600;SERVICIO DE EMERGENCIA RED;B1832122;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 9:49;13-10-2014 10:51;13-10-2014 9:52;13-10-2014 10:02;13-10-2014 10:47;13-10-2014 10:51;13-10-2014 11:30;;120;;3;61;Si;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1832123;5A0117 - Acometidas en Corto Circuito / medidor e;Envejecimiento de materiales;Cerrado;13-10-2014 9:51;13-10-2014 10:36;13-10-2014 9:52;13-10-2014 9:53;13-10-2014 10:16;13-10-2014 10:36;13-10-2014 11:05;;100;;0;44;Si;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1832124;5D0289 - Domicilio sin Corriente;Mantenimiento preventivo;Cerrado;13-10-2014 9:51;13-10-2014 11:11;13-10-2014 10:31;13-10-2014 10:33;13-10-2014 10:55;13-10-2014 11:11;13-10-2014 11:30;;120;;39;79;Si;Si;No
ELS s.a.;V5566;DOMICILIARIA EMERGENCIA;B1832126;5D0289 - Domicilio sin Corriente;Corte de suministro errado o improcedent;Cerrado;13-10-2014 10:03;13-10-2014 10:55;13-10-2014 10:15;13-10-2014 10:16;13-10-2014 10:21;13-10-2014 10:55;13-10-2014 11:01;;120;;11;51;Si;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1832127;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 10:06;13-10-2014 10:30;13-10-2014 10:08;13-10-2014 10:10;13-10-2014 10:16;13-10-2014 10:30;13-10-2014 10:44;;120;;1;23;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1832128;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;13-10-2014 10:10;13-10-2014 10:58;13-10-2014 10:27;13-10-2014 10:34;13-10-2014 10:39;13-10-2014 10:58;13-10-2014 11:38;;120;;17;47;Si;Si;No
ELS;V5561;DOMICILIARIA EMERGENCIA;B1832129;3L0216 - L¡neas cortadas;Mantenimiento preventivo;Cerrado;13-10-2014 10:11;13-10-2014 10:29;13-10-2014 10:15;13-10-2014 10:16;13-10-2014 10:17;13-10-2014 10:29;13-10-2014 11:50;;45;;3;17;Si;Si;No
E.L. Soto S.A..;V5534;SERVICIO DE EMERGENCIA RED;B1832130;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota empalme;Cerrado;13-10-2014 10:12;13-10-2014 10:20;13-10-2014 10:13;;;;13-10-2014 11:10;;45;;1;1;Si;Si;No
CAM;V4035;DOMICILIARIA EMERGENCIA;B1832131;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;13-10-2014 10:12;13-10-2014 10:31;13-10-2014 10:21;13-10-2014 10:22;13-10-2014 10:22;13-10-2014 10:31;13-10-2014 10:54;;120;;8;18;Si;Si;No
LEONOR SOTO LTDA.;V5540;SERVICIO DE EMERGENCIA RED;B1832132; - ;Otros corte y reposicion;Cerrado;13-10-2014 10:12;13-10-2014 10:20;13-10-2014 10:13;13-10-2014 10:14;13-10-2014 10:19;13-10-2014 10:19;13-10-2014 10:26;;;;1;7;No;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1832133;5P2592 - Protecci¢n de empalme suelto, trabado;Falta de mantenimiento;Cerrado;13-10-2014 10:14;13-10-2014 10:56;13-10-2014 10:28;13-10-2014 10:30;13-10-2014 10:43;13-10-2014 10:56;13-10-2014 11:16;;120;;13;41;Si;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1832134; - ;Falta de mantenimiento;Cerrado;13-10-2014 10:15;13-10-2014 10:21;13-10-2014 10:15;13-10-2014 10:18;13-10-2014 10:20;13-10-2014 10:21;13-10-2014 10:25;;;;0;6;No;Si;No
LEONOR SOTO LTDA.;V5542;SERVICIO DE EMERGENCIA RED;B1832135;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 10:15;13-10-2014 10:40;13-10-2014 10:17;13-10-2014 10:17;13-10-2014 10:19;13-10-2014 10:40;13-10-2014 11:01;;120;;1;24;Si;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1832136;5D0289 - Domicilio sin Corriente;Mantenimiento preventivo;Cerrado;13-10-2014 10:16;13-10-2014 12:03;13-10-2014 10:19;13-10-2014 10:21;13-10-2014 11:48;13-10-2014 12:03;13-10-2014 12:12;;120;;3;106;Si;Si;No
LEONOR SOTO;V3656;SERVICIO DE EMERGENCIA RED;B1832137;5D0289 - Domicilio sin Corriente;;Cancelado;13-10-2014 10:19;;13-10-2014 10:21;;;;13-10-2014 10:22;;120;;2;; ; ; 
LEONOR SOTO LTDA.;V5560;DOMICILIARIA EMERGENCIA;B1832138;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 10:19;13-10-2014 12:16;13-10-2014 11:14;13-10-2014 11:45;13-10-2014 11:46;13-10-2014 12:16;13-10-2014 12:34;;120;;55;116;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1832139;3L0226 - L¡nea o Acometida Destemplada;Cable de comunicaciones a baja altura;Cerrado;13-10-2014 10:20;13-10-2014 11:19;13-10-2014 10:58;13-10-2014 11:00;13-10-2014 11:02;13-10-2014 11:19;13-10-2014 11:38;;120;;38;58;Si;Si;No
CAM;V4035;DOMICILIARIA EMERGENCIA;B1832140;5D0289 - Domicilio sin Corriente;Otros instalacion de cliente;Cerrado;13-10-2014 10:23;13-10-2014 11:01;13-10-2014 10:27;13-10-2014 10:29;13-10-2014 10:48;13-10-2014 11:01;13-10-2014 11:46;;120;;4;37;Si;Si;No
LEONOR SOTO LTDA.;V3640;SERVICIO DE EMERGENCIA RED;B1832141;5D0236 - Domicilio Exceso / Bajo Voltaje;Envejecimiento de materiales;Cerrado;13-10-2014 10:24;13-10-2014 12:03;13-10-2014 11:02;13-10-2014 11:03;13-10-2014 11:52;13-10-2014 12:03;13-10-2014 12:08;;120;;37;98;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1832142;5D0249 - Domicilio  intermitente ;Origen no determinado;Cerrado;13-10-2014 10:31;13-10-2014 10:40;13-10-2014 10:33;13-10-2014 10:39;13-10-2014 10:41;13-10-2014 11:03;13-10-2014 11:49;;120;;1;8;Si;Si;No
LEONOR SOTO LTDA.;V5540;SERVICIO DE EMERGENCIA RED;B1832143;3L0216 - L¡neas cortadas;Origen no determinado;Cerrado;13-10-2014 10:32;13-10-2014 10:54;13-10-2014 10:34;13-10-2014 10:36;13-10-2014 10:37;13-10-2014 10:54;13-10-2014 11:08;;45;;2;21;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832144; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 10:34;13-10-2014 10:35;13-10-2014 10:35;;;;13-10-2014 10:37;;;;1;1;No;Si;No
CAM;V4605;SERVICIO DE EMERGENCIA RED;B1832145;3P1648 - Poste inclinado, socavado, estructura a ;Origen no determinado;Cerrado;13-10-2014 10:35;13-10-2014 10:55;13-10-2014 10:41;13-10-2014 10:42;;;13-10-2014 10:42;;100;;5;5;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832146; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 10:35;13-10-2014 10:36;13-10-2014 10:36;;;;13-10-2014 10:38;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1832147;5A0117 - Acometidas en Corto Circuito / medidor e;Otros instalacion de cliente;Cerrado;13-10-2014 10:36;13-10-2014 11:23;13-10-2014 10:39;13-10-2014 10:39;13-10-2014 11:07;13-10-2014 11:10;13-10-2014 11:31;;100;;2;33;Si;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1832148;3L0267 - L¡nea  de  distribuci¢n (con  objetos  e;Falta de mantenimiento;Cerrado;13-10-2014 10:37;13-10-2014 10:59;13-10-2014 10:38;13-10-2014 10:39;13-10-2014 10:39;13-10-2014 10:59;13-10-2014 11:07;;120;;0;21;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832149; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 10:39;13-10-2014 10:40;13-10-2014 10:40;;;;13-10-2014 10:42;;;;1;1;No;Si;No
CAM;V4041;DOMICILIARIA EMERGENCIA;B1832150;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;13-10-2014 10:40;13-10-2014 11:03;13-10-2014 10:41;13-10-2014 10:43;13-10-2014 10:57;13-10-2014 11:03;13-10-2014 11:57;;100;;1;22;Si;Si;No
LEONOR SOTO LTDA.;V5542;SERVICIO DE EMERGENCIA RED;B1832151;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;13-10-2014 10:40;13-10-2014 11:18;13-10-2014 10:58;13-10-2014 11:06;13-10-2014 11:08;13-10-2014 11:18;13-10-2014 11:44;;120;;17;37;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832152; - ;Mantenimiento preventivo;Cerrado;13-10-2014 10:40;13-10-2014 10:41;13-10-2014 10:41;;;;13-10-2014 10:43;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832153; - ;Mantenimiento preventivo;Cerrado;13-10-2014 10:41;13-10-2014 10:42;13-10-2014 10:41;;;;13-10-2014 10:44;;;;0;0;No;Si;No
CAM;V4034;DOMICILIARIA EMERGENCIA;B1832154;5D0249 - Domicilio  intermitente ;Falla de material;Cerrado;13-10-2014 10:41;13-10-2014 11:30;13-10-2014 10:45;13-10-2014 10:47;13-10-2014 11:16;13-10-2014 11:30;13-10-2014 11:40;;120;;3;48;Si;Si;No
ELS;V3600;SERVICIO DE EMERGENCIA RED;B1832155;3S0336 - Sector con exceso/bajo voltaje ;Origen no determinado;Cerrado;13-10-2014 10:41;13-10-2014 12:38;13-10-2014 10:57;13-10-2014 10:58;13-10-2014 11:38;13-10-2014 12:38;13-10-2014 13:10;;120;;15;116;Si;Si;No
LEONOR SOTO LTDA.;V3615;DOMICILIARIA EMERGENCIA;B1832156;5A0116 - Acometidas Cortadas;Vehiculo >4.50 m. de altura bota cable d;Cerrado;13-10-2014 10:42;13-10-2014 11:00;13-10-2014 10:46;13-10-2014 10:46;13-10-2014 11:31;13-10-2014 12:04;13-10-2014 12:44;;45;;3;17;Si;Si;No
LEONOR SOTO;V3656;SERVICIO DE EMERGENCIA RED;B1832157;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;13-10-2014 10:42;13-10-2014 11:05;13-10-2014 10:46;13-10-2014 10:46;13-10-2014 10:48;13-10-2014 11:02;13-10-2014 11:37;;100;;3;19;Si;Si;No
ELS s.a.;V5566;DOMICILIARIA EMERGENCIA;B1832158;5D0289 - Domicilio sin Corriente;Falla de material;Cerrado;13-10-2014 10:45;13-10-2014 11:23;13-10-2014 10:45;13-10-2014 10:46;13-10-2014 11:02;13-10-2014 11:23;13-10-2014 11:31;;120;;0;37;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832159; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 10:45;13-10-2014 10:46;13-10-2014 10:45;;;;13-10-2014 10:47;;;;0;0;No;Si;No
ELS;V3600;SERVICIO DE EMERGENCIA RED;B1832160;3P1648 - Poste inclinado, socavado, estructura a ;Envejecimiento de materiales;Cerrado;13-10-2014 10:45;13-10-2014 11:15;13-10-2014 10:52;13-10-2014 10:56;13-10-2014 10:59;13-10-2014 11:15;13-10-2014 11:38;;100;;6;29;Si;Si;No
LEONOR SOTO LTDA.;V3640;SERVICIO DE EMERGENCIA RED;B1832161;5P2592 - Protecci¢n de empalme suelto, trabado;Falla de material;Cerrado;13-10-2014 10:47;13-10-2014 11:15;13-10-2014 10:55;13-10-2014 10:57;13-10-2014 11:04;13-10-2014 11:15;13-10-2014 11:52;;120;;8;27;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832162; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 10:48;13-10-2014 10:49;13-10-2014 10:48;;;;13-10-2014 10:50;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832163; - ;Mantenimiento preventivo;Cerrado;13-10-2014 10:48;13-10-2014 10:50;13-10-2014 10:49;;;;13-10-2014 10:51;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832164; - ;Mantenimiento preventivo;Cerrado;13-10-2014 10:49;13-10-2014 10:50;13-10-2014 10:49;;;;13-10-2014 10:52;;;;0;0;No;Si;No
ELS;V4012;MOTO ELECTRICISTA;B1832165;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;13-10-2014 10:51;13-10-2014 11:55;13-10-2014 10:53;13-10-2014 11:29;13-10-2014 11:29;13-10-2014 11:55;;;100;;1;63;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832166; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 10:53;13-10-2014 10:54;13-10-2014 10:53;;;;13-10-2014 10:57;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832167; - ;Mantenimiento preventivo;Cerrado;13-10-2014 10:54;13-10-2014 10:55;13-10-2014 10:54;;;;13-10-2014 10:58;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832168; - ;Mantenimiento preventivo;Cerrado;13-10-2014 10:54;13-10-2014 10:55;13-10-2014 10:55;;;;13-10-2014 11:00;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832169; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 10:55;13-10-2014 10:56;13-10-2014 10:55;;;;13-10-2014 11:02;;;;0;0;No;Si;No
CAM;V4608;DOMICILIARIA EMERGENCIA;B1832170;5A0117 - Acometidas en Corto Circuito / medidor e;Falta de mantenimiento;Cerrado;13-10-2014 10:58;13-10-2014 11:25;13-10-2014 11:02;13-10-2014 11:03;13-10-2014 11:03;13-10-2014 11:25;13-10-2014 11:51;;100;;3;26;Si;Si;No
ELS s.a.;V3606;SERVICIO DE EMERGENCIA RED;B1832171;3S0389 - Sector sin Corriente;Otros instalacion de cliente;Cerrado;13-10-2014 11:00;13-10-2014 11:21;13-10-2014 11:03;13-10-2014 11:05;13-10-2014 11:06;13-10-2014 11:21;13-10-2014 11:50;;120;;3;20;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832172; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 11:02;13-10-2014 11:03;13-10-2014 11:03;;;;13-10-2014 11:06;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832173; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:03;13-10-2014 11:04;13-10-2014 11:03;;;;13-10-2014 11:06;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832174; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:03;13-10-2014 11:04;13-10-2014 11:04;;;;13-10-2014 11:07;;;;1;1;No;Si;No
E.L. Soto S.A..;V5534;SERVICIO DE EMERGENCIA RED;B1832175;3S0389 - Sector sin Corriente;Vehiculo >4.50 m. de altura bota empalme;Cerrado;13-10-2014 11:02;13-10-2014 11:20;13-10-2014 11:10;13-10-2014 11:31;;;13-10-2014 12:22;;120;;8;8;Si;Si;No
CAM;V4654;SERVICIO DE EMERGENCIA RED;B1832176;3P1648 - Poste inclinado, socavado, estructura a ;Mantenimiento preventivo;Cerrado;13-10-2014 11:07;13-10-2014 11:45;13-10-2014 11:20;13-10-2014 11:29;;;13-10-2014 12:07;;100;;13;13;Si;Si;No
ELS SA;V3616;DOMICILIARIA EMERGENCIA;B1832177;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 11:07;13-10-2014 11:47;13-10-2014 11:09;13-10-2014 11:09;13-10-2014 11:12;13-10-2014 11:47;13-10-2014 12:51;;120;;1;39;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832178; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 11:08;13-10-2014 11:09;13-10-2014 11:08;;;;13-10-2014 11:10;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1832179;3P1648 - Poste inclinado, socavado, estructura a ;Mantenimiento preventivo;Cerrado;13-10-2014 11:05;13-10-2014 11:40;13-10-2014 11:09;13-10-2014 11:10;13-10-2014 11:17;13-10-2014 11:40;13-10-2014 11:55;;100;;3;34;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832180; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:08;13-10-2014 11:09;13-10-2014 11:08;;;;13-10-2014 11:10;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832181; - ;Mantenimiento preventivo;Cerrado;13-10-2014 11:08;13-10-2014 11:09;13-10-2014 11:09;;;;13-10-2014 11:11;;;;1;1;No;Si;No
LEONOR SOTO LTDA.;V5536;SERVICIO DE EMERGENCIA RED;B1832182;5D0289 - Domicilio sin Corriente;Falta de mantenimiento;Cerrado;13-10-2014 11:07;13-10-2014 11:55;13-10-2014 11:12;13-10-2014 11:12;13-10-2014 11:54;13-10-2014 11:55;13-10-2014 12:04;;120;;5;47;Si;Si;No
CAM;V4040;DOMICILIARIA EMERGENCIA;B1832183;3L0226 - L¡nea o Acometida Destemplada;Mantenimiento preventivo;Cerrado;13-10-2014 11:11;13-10-2014 12:39;13-10-2014 11:19;13-10-2014 11:36;13-10-2014 12:36;13-10-2014 12:39;13-10-2014 13:18;;120;;8;87;Si;Si;No
ELS s.a.;V5566;DOMICILIARIA EMERGENCIA;B1832184;5D0249 - Domicilio  intermitente ;Falla de material;Cerrado;13-10-2014 11:12;13-10-2014 11:48;13-10-2014 11:12;13-10-2014 11:14;13-10-2014 11:34;13-10-2014 11:48;13-10-2014 12:23;;120;;0;35;Si;Si;No
LEONOR SOTO LTDA.;V3618;DOMICILIARIA EMERGENCIA;B1832185; - ;Normalizacion de reconexion provisoria;Cerrado;13-10-2014 11:12;13-10-2014 11:13;13-10-2014 11:12;;;;13-10-2014 11:13;;;;0;0;No;Si;No
LEONOR SOTO LTDA.;V5542;SERVICIO DE EMERGENCIA RED;B1832187;3P1611 - Postes Chocados;Choque de vehiculo a poste;Cerrado;13-10-2014 11:18;13-10-2014 11:51;13-10-2014 11:30;13-10-2014 11:30;13-10-2014 11:35;13-10-2014 11:51;13-10-2014 12:18;;45;;11;32;Si;Si;No
CAM;V4653;SERVICIO DE EMERGENCIA RED;B1832188;5I0189 - Industria o Edificio sin Corriente;Envejecimiento de materiales;Cerrado;13-10-2014 11:23;13-10-2014 12:27;13-10-2014 11:25;13-10-2014 11:29;13-10-2014 12:27;13-10-2014 12:27;13-10-2014 12:50;;120;;2;63;Si;Si;No
ELS;V3620;DOMICILIARIA EMERGENCIA;B1832189;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 11:26;13-10-2014 11:37;13-10-2014 11:29;13-10-2014 11:30;13-10-2014 11:31;13-10-2014 11:37;13-10-2014 11:47;;120;;3;10;Si;Si;No
CAM;V4652;SERVICIO DE EMERGENCIA RED;B1832190;5D0289 - Domicilio sin Corriente;Envejecimiento de materiales;Cerrado;13-10-2014 11:28;13-10-2014 12:14;13-10-2014 11:37;13-10-2014 12:10;13-10-2014 12:13;13-10-2014 12:14;13-10-2014 12:19;;120;;9;45;Si;Si;No
CAM;V4650;SERVICIO DE EMERGENCIA RED;B1832191;5D0289 - Domicilio sin Corriente;Origen no determinado;Cerrado;13-10-2014 11:33;13-10-2014 11:50;13-10-2014 11:37;;;;13-10-2014 12:04;;120;;3;3;Si;Si;No
LEONOR SOTO;V3656;SERVICIO DE EMERGENCIA RED;B1832192;5P2592 - Protecci¢n de empalme suelto, trabado;Envejecimiento de materiales;Cerrado;13-10-2014 11:34;13-10-2014 11:55;13-10-2014 11:35;13-10-2014 11:36;13-10-2014 11:37;13-10-2014 12:12;13-10-2014 12:44;;120;;0;20;Si;Si;No
